event_time,device,latency_ms,packet_loss_pct,throughput_mbps
2026-09-05 11:31:00,ROUTER-02,348.0,17.4,115.46
2026-09-05 11:31:30,ROUTER-02,65.71,0.0,483.47
2026-09-05 11:32:00,ROUTER-03,75.26,0.29,548.82
2026-09-05 11:32:30,ROUTER-02,43.12,0.38,512.56
2026-09-05 11:33:00,ROUTER-01,66.18,0.34,453.08
2026-09-05 11:33:30,ROUTER-05,49.42,0.55,517.94
2026-09-05 11:34:00,ROUTER-05,47.41,0.25,557.17
2026-09-05 11:34:30,ROUTER-04,63.25,0.84,336.0
2026-09-05 11:35:00,ROUTER-02,59.78,0.5,592.73
2026-09-05 11:35:30,ROUTER-01,26.35,0.5,473.1
2026-09-05 11:36:00,ROUTER-04,72.15,0.4,534.04
2026-09-05 11:36:30,ROUTER-03,70.7,0.55,595.78
2026-09-05 11:37:00,ROUTER-04,40.62,0.75,390.27
2026-09-05 11:37:30,ROUTER-04,55.94,0.24,443.24
2026-09-05 11:38:00,ROUTER-02,453.34,10.33,111.43
2026-09-05 11:38:30,ROUTER-03,53.91,0.41,437.3
2026-09-05 11:39:00,ROUTER-04,41.75,0.1,638.79
2026-09-05 11:39:30,ROUTER-01,39.93,0.25,431.46
2026-09-05 11:40:00,ROUTER-01,49.62,0.36,455.56
2026-09-05 11:40:30,ROUTER-05,67.59,0.76,516.35
2026-09-05 11:41:00,ROUTER-03,58.15,0.58,403.83
2026-09-05 11:41:30,ROUTER-03,44.44,0.56,468.35
2026-09-05 11:42:00,ROUTER-05,61.58,0.76,525.4
2026-09-05 11:42:30,ROUTER-04,7.27,0.46,473.37
2026-09-05 11:43:00,ROUTER-03,67.23,0.62,492.53
2026-09-05 11:43:30,ROUTER-01,23.9,0.47,457.65
2026-09-05 11:44:00,ROUTER-01,44.56,0.58,378.84
2026-09-05 11:44:30,ROUTER-02,33.2,0.33,525.73
2026-09-05 11:45:00,ROUTER-03,30.58,0.0,640.39
2026-09-05 11:45:30,ROUTER-04,67.41,0.46,501.47
2026-09-05 11:46:00,ROUTER-05,42.98,0.93,518.02
2026-09-05 11:46:30,ROUTER-05,55.2,0.78,555.42
2026-09-05 11:47:00,ROUTER-04,49.3,0.79,398.45
2026-09-05 11:47:30,ROUTER-02,57.16,0.87,636.2
2026-09-05 11:48:00,ROUTER-05,309.36,13.53,105.52
2026-09-05 11:48:30,ROUTER-03,30.76,0.56,630.55
2026-09-05 11:49:00,ROUTER-02,64.94,0.31,441.36
2026-09-05 11:49:30,ROUTER-03,42.59,0.41,645.44
2026-09-05 11:50:00,ROUTER-01,26.65,0.68,562.01
2026-09-05 11:50:30,ROUTER-02,43.58,0.86,544.24
2026-09-05 11:51:00,ROUTER-05,72.51,0.46,518.72
2026-09-05 11:51:30,ROUTER-02,62.75,0.36,480.12
2026-09-05 11:52:00,ROUTER-02,417.56,10.05,61.23
2026-09-05 11:52:30,ROUTER-02,44.76,0.68,511.23
2026-09-05 11:53:00,ROUTER-02,45.18,0.07,342.63
2026-09-05 11:53:30,ROUTER-03,81.15,0.0,410.63
2026-09-05 11:54:00,ROUTER-01,385.84,5.43,174.18
2026-09-05 11:54:30,ROUTER-04,56.45,0.13,524.8
2026-09-05 11:55:00,ROUTER-02,65.45,0.35,495.47
2026-09-05 11:55:30,ROUTER-05,53.58,0.46,597.52
2026-09-05 11:56:00,ROUTER-02,46.11,0.36,343.91
2026-09-05 11:56:30,ROUTER-05,47.05,0.94,511.49
2026-09-05 11:57:00,ROUTER-03,48.93,0.6,354.56
2026-09-05 11:57:30,ROUTER-05,49.44,0.59,560.78
2026-09-05 11:58:00,ROUTER-04,60.91,0.69,492.44
2026-09-05 11:58:30,ROUTER-01,50.78,0.16,533.57
2026-09-05 11:59:00,ROUTER-05,60.99,0.81,430.89
2026-09-05 11:59:30,ROUTER-05,48.79,0.48,602.36
2026-09-05 12:00:00,ROUTER-01,51.18,0.7,583.34
2026-09-05 12:00:30,ROUTER-04,20.03,0.18,546.68
2026-09-05 12:01:00,ROUTER-02,63.74,0.03,489.64
2026-09-05 12:01:30,ROUTER-05,55.2,0.75,546.39
2026-09-05 12:02:00,ROUTER-01,64.97,0.61,443.45
2026-09-05 12:02:30,ROUTER-03,6.56,0.23,568.44
2026-09-05 12:03:00,ROUTER-01,81.33,0.24,631.96
2026-09-05 12:03:30,ROUTER-03,47.91,0.84,585.65
2026-09-05 12:04:00,ROUTER-04,66.62,0.14,441.63
2026-09-05 12:04:30,ROUTER-02,34.4,0.99,528.91
2026-09-05 12:05:00,ROUTER-01,310.43,11.71,155.63
2026-09-05 12:05:30,ROUTER-05,34.2,0.69,545.79
2026-09-05 12:06:00,ROUTER-04,40.64,0.4,536.05
2026-09-05 12:06:30,ROUTER-01,78.71,0.68,350.41
2026-09-05 12:07:00,ROUTER-05,47.14,0.34,407.06
2026-09-05 12:07:30,ROUTER-01,53.26,0.45,477.35
2026-09-05 12:08:00,ROUTER-03,63.05,0.51,475.93
2026-09-05 12:08:30,ROUTER-01,57.44,0.2,403.24
2026-09-05 12:09:00,ROUTER-01,52.26,0.72,531.12
2026-09-05 12:09:30,ROUTER-01,55.47,0.35,520.12
2026-09-05 12:10:00,ROUTER-04,86.05,0.43,484.46
2026-09-05 12:10:30,ROUTER-01,49.14,0.2,439.54
2026-09-05 12:11:00,ROUTER-05,53.02,0.0,583.9
2026-09-05 12:11:30,ROUTER-03,65.76,0.44,632.43
2026-09-05 12:12:00,ROUTER-03,66.58,1.22,461.32
2026-09-05 12:12:30,ROUTER-01,67.81,0.74,451.03
2026-09-05 12:13:00,ROUTER-04,59.58,0.49,539.3
2026-09-05 12:13:30,ROUTER-04,32.85,0.42,471.36
2026-09-05 12:14:00,ROUTER-05,74.5,0.51,488.85
2026-09-05 12:14:30,ROUTER-01,32.8,0.66,559.17
2026-09-05 12:15:00,ROUTER-03,54.54,0.15,347.25
2026-09-05 12:15:30,ROUTER-04,38.69,0.83,605.46
2026-09-05 12:16:00,ROUTER-01,49.04,0.71,505.81
2026-09-05 12:16:30,ROUTER-04,54.93,0.72,467.08
2026-09-05 12:17:00,ROUTER-04,54.82,0.63,492.86
2026-09-05 12:17:30,ROUTER-03,56.33,0.51,496.99
2026-09-05 12:18:00,ROUTER-02,74.21,0.7,361.5
2026-09-05 12:18:30,ROUTER-05,56.8,0.68,619.6
2026-09-05 12:19:00,ROUTER-05,46.34,0.39,503.31
2026-09-05 12:19:30,ROUTER-03,64.46,0.33,535.44
2026-09-05 12:20:00,ROUTER-04,67.84,0.53,576.12
2026-09-05 12:20:30,ROUTER-01,31.59,0.96,418.31
2026-09-05 12:21:00,ROUTER-04,58.96,0.13,537.88
2026-09-05 12:21:30,ROUTER-03,60.52,0.06,478.59
2026-09-05 12:22:00,ROUTER-05,45.54,0.55,567.74
2026-09-05 12:22:30,ROUTER-04,70.64,0.52,329.82
2026-09-05 12:23:00,ROUTER-05,47.75,0.55,492.07
2026-09-05 12:23:30,ROUTER-01,51.88,0.57,451.77
2026-09-05 12:24:00,ROUTER-05,47.4,0.43,534.58
2026-09-05 12:24:30,ROUTER-05,50.23,0.95,537.6
2026-09-05 12:25:00,ROUTER-02,33.56,0.02,443.39
2026-09-05 12:25:30,ROUTER-02,28.4,0.25,443.03
2026-09-05 12:26:00,ROUTER-02,73.92,0.47,491.15
2026-09-05 12:26:30,ROUTER-05,37.3,0.01,428.27
2026-09-05 12:27:00,ROUTER-03,35.13,0.45,567.36
2026-09-05 12:27:30,ROUTER-05,17.7,1.0,470.46
2026-09-05 12:28:00,ROUTER-03,40.42,0.51,267.44
2026-09-05 12:28:30,ROUTER-03,30.15,0.57,470.01
2026-09-05 12:29:00,ROUTER-02,74.63,0.12,416.92
2026-09-05 12:29:30,ROUTER-04,65.15,0.32,369.5
2026-09-05 12:30:00,ROUTER-01,39.68,0.39,401.01
2026-09-05 12:30:30,ROUTER-02,83.79,0.4,508.75
2026-09-05 12:31:00,ROUTER-02,64.73,0.88,606.29
2026-09-05 12:31:30,ROUTER-04,45.13,0.67,525.05
2026-09-05 12:32:00,ROUTER-01,12.51,0.17,451.48
2026-09-05 12:32:30,ROUTER-05,84.36,0.57,536.47
2026-09-05 12:33:00,ROUTER-05,29.16,0.65,463.27
2026-09-05 12:33:30,ROUTER-02,25.32,0.84,444.43
2026-09-05 12:34:00,ROUTER-01,65.34,0.97,407.65
2026-09-05 12:34:30,ROUTER-02,86.6,0.2,359.85
2026-09-05 12:35:00,ROUTER-03,70.76,0.26,468.81
2026-09-05 12:35:30,ROUTER-02,58.46,0.12,512.64
2026-09-05 12:36:00,ROUTER-02,58.92,0.43,492.27
2026-09-05 12:36:30,ROUTER-05,62.8,0.64,466.72
2026-09-05 12:37:00,ROUTER-05,61.38,0.8,424.34
2026-09-05 12:37:30,ROUTER-05,54.22,0.48,548.66
2026-09-05 12:38:00,ROUTER-03,51.56,0.4,394.63
2026-09-05 12:38:30,ROUTER-05,49.06,0.55,562.08
2026-09-05 12:39:00,ROUTER-01,38.69,0.25,419.82
2026-09-05 12:39:30,ROUTER-04,45.79,1.13,439.81
2026-09-05 12:40:00,ROUTER-01,24.61,0.02,382.66
2026-09-05 12:40:30,ROUTER-01,48.52,0.56,459.89
2026-09-05 12:41:00,ROUTER-05,35.17,1.11,578.02
2026-09-05 12:41:30,ROUTER-04,33.45,0.5,541.25
2026-09-05 12:42:00,ROUTER-04,52.7,0.44,578.27
2026-09-05 12:42:30,ROUTER-04,70.88,0.39,541.77
2026-09-05 12:43:00,ROUTER-03,63.77,0.45,411.71
2026-09-05 12:43:30,ROUTER-05,26.44,0.91,473.54
2026-09-05 12:44:00,ROUTER-04,35.16,0.0,437.58
2026-09-05 12:44:30,ROUTER-03,64.11,0.96,606.45
2026-09-05 12:45:00,ROUTER-02,35.26,0.07,404.26
2026-09-05 12:45:30,ROUTER-02,210.37,12.68,133.4
2026-09-05 12:46:00,ROUTER-03,58.25,0.37,571.44
2026-09-05 12:46:30,ROUTER-03,35.47,0.68,646.37
2026-09-05 12:47:00,ROUTER-05,51.58,0.02,467.23
2026-09-05 12:47:30,ROUTER-05,403.47,13.11,143.61
2026-09-05 12:48:00,ROUTER-02,40.98,1.11,682.53
2026-09-05 12:48:30,ROUTER-04,444.51,10.66,87.73
2026-09-05 12:49:00,ROUTER-02,26.11,0.56,377.2
2026-09-05 12:49:30,ROUTER-04,56.61,0.3,349.6
2026-09-05 12:50:00,ROUTER-04,49.71,0.63,557.02
2026-09-05 12:50:30,ROUTER-05,58.29,0.51,349.35
2026-09-05 12:51:00,ROUTER-01,53.36,0.31,470.21
2026-09-05 12:51:30,ROUTER-01,70.46,0.65,534.99
2026-09-05 12:52:00,ROUTER-03,51.88,1.04,514.81
2026-09-05 12:52:30,ROUTER-05,43.56,0.44,534.04
2026-09-05 12:53:00,ROUTER-04,51.83,0.72,517.78
2026-09-05 12:53:30,ROUTER-01,58.15,0.11,602.31
2026-09-05 12:54:00,ROUTER-04,50.73,0.21,423.81
2026-09-05 12:54:30,ROUTER-01,50.61,0.64,445.84
2026-09-05 12:55:00,ROUTER-01,39.47,0.95,438.19
2026-09-05 12:55:30,ROUTER-01,40.06,0.61,566.42
2026-09-05 12:56:00,ROUTER-05,28.96,0.41,572.03
2026-09-05 12:56:30,ROUTER-02,76.24,0.5,536.1
2026-09-05 12:57:00,ROUTER-04,31.34,0.12,594.68
2026-09-05 12:57:30,ROUTER-05,421.33,13.84,130.22
2026-09-05 12:58:00,ROUTER-05,39.22,0.76,633.38
2026-09-05 12:58:30,ROUTER-05,63.42,0.36,621.86
2026-09-05 12:59:00,ROUTER-05,45.58,0.36,558.85
2026-09-05 12:59:30,ROUTER-05,68.72,0.58,642.54
2026-09-05 13:00:00,ROUTER-03,39.9,0.37,367.47
2026-09-05 13:00:30,ROUTER-04,54.18,0.48,458.04
2026-09-05 13:01:00,ROUTER-05,37.47,1.13,441.18
2026-09-05 13:01:30,ROUTER-04,82.18,0.43,557.72
2026-09-05 13:02:00,ROUTER-03,184.81,20.32,162.24
2026-09-05 13:02:30,ROUTER-03,54.65,0.31,560.6
2026-09-05 13:03:00,ROUTER-04,59.51,0.72,609.64
2026-09-05 13:03:30,ROUTER-01,56.21,0.45,555.62
2026-09-05 13:04:00,ROUTER-02,47.22,0.31,522.7
2026-09-05 13:04:30,ROUTER-01,48.05,0.9,420.97
2026-09-05 13:05:00,ROUTER-01,50.66,0.93,432.25
2026-09-05 13:05:30,ROUTER-01,47.79,0.32,599.97
2026-09-05 13:06:00,ROUTER-05,64.46,0.0,562.35
2026-09-05 13:06:30,ROUTER-03,83.16,0.8,496.88
2026-09-05 13:07:00,ROUTER-01,41.64,0.29,466.57
2026-09-05 13:07:30,ROUTER-03,29.45,0.74,337.94
2026-09-05 13:08:00,ROUTER-04,48.68,0.0,414.33
2026-09-05 13:08:30,ROUTER-02,88.7,0.77,652.91
2026-09-05 13:09:00,ROUTER-04,257.7,10.34,76.67
2026-09-05 13:09:30,ROUTER-04,74.59,0.72,515.16
2026-09-05 13:10:00,ROUTER-05,75.17,0.5,580.6
2026-09-05 13:10:30,ROUTER-02,41.7,0.21,399.61
2026-09-05 13:11:00,ROUTER-04,443.52,11.97,176.57
2026-09-05 13:11:30,ROUTER-04,74.43,0.71,575.03
2026-09-05 13:12:00,ROUTER-02,44.31,0.53,501.0
2026-09-05 13:12:30,ROUTER-02,46.95,0.68,729.47
2026-09-05 13:13:00,ROUTER-04,41.27,1.09,366.51
2026-09-05 13:13:30,ROUTER-02,34.78,0.03,584.7
2026-09-05 13:14:00,ROUTER-04,40.26,0.99,486.18
2026-09-05 13:14:30,ROUTER-04,31.64,0.53,561.75
2026-09-05 13:15:00,ROUTER-05,313.72,20.08,115.56
2026-09-05 13:15:30,ROUTER-01,38.45,0.1,441.35
2026-09-05 13:16:00,ROUTER-04,53.51,0.44,518.32
2026-09-05 13:16:30,ROUTER-03,26.66,0.78,351.37
2026-09-05 13:17:00,ROUTER-01,54.96,0.46,548.26
2026-09-05 13:17:30,ROUTER-01,62.5,0.95,523.85
2026-09-05 13:18:00,ROUTER-01,20.09,0.06,551.09
2026-09-05 13:18:30,ROUTER-05,55.61,0.5,584.65
2026-09-05 13:19:00,ROUTER-04,68.42,0.12,529.41
2026-09-05 13:19:30,ROUTER-05,31.86,0.61,511.85
2026-09-05 13:20:00,ROUTER-04,75.09,0.77,429.51
2026-09-05 13:20:30,ROUTER-05,428.14,18.17,86.96
2026-09-05 13:21:00,ROUTER-05,39.42,0.0,594.94
2026-09-05 13:21:30,ROUTER-03,49.16,0.56,614.91
2026-09-05 13:22:00,ROUTER-05,58.37,0.63,480.95
2026-09-05 13:22:30,ROUTER-02,51.14,0.62,503.68
2026-09-05 13:23:00,ROUTER-03,58.08,0.87,427.63
2026-09-05 13:23:30,ROUTER-05,36.19,0.18,593.82
2026-09-05 13:24:00,ROUTER-01,52.54,0.7,553.23
2026-09-05 13:24:30,ROUTER-02,28.79,0.86,655.3
2026-09-05 13:25:00,ROUTER-02,349.81,8.86,102.01
2026-09-05 13:25:30,ROUTER-02,36.44,0.6,469.76
2026-09-05 13:26:00,ROUTER-03,38.97,0.35,518.52
2026-09-05 13:26:30,ROUTER-05,68.54,0.48,551.72
2026-09-05 13:27:00,ROUTER-05,66.37,0.6,482.75
2026-09-05 13:27:30,ROUTER-01,59.14,0.35,430.16
2026-09-05 13:28:00,ROUTER-01,33.62,0.3,570.51
2026-09-05 13:28:30,ROUTER-02,45.25,0.51,557.69
2026-09-05 13:29:00,ROUTER-01,68.2,0.17,426.7
2026-09-05 13:29:30,ROUTER-03,52.13,0.17,608.44
2026-09-05 13:30:00,ROUTER-05,84.79,0.7,593.62
2026-09-05 13:30:30,ROUTER-02,55.9,0.16,510.74
2026-09-05 13:31:00,ROUTER-01,52.88,0.7,506.37
2026-09-05 13:31:30,ROUTER-03,45.36,0.64,544.32
2026-09-05 13:32:00,ROUTER-03,52.0,0.0,431.06
2026-09-05 13:32:30,ROUTER-01,47.71,0.3,502.4
2026-09-05 13:33:00,ROUTER-05,60.62,0.86,327.81
2026-09-05 13:33:30,ROUTER-01,64.35,0.21,570.12
2026-09-05 13:34:00,ROUTER-02,38.21,0.36,375.08
2026-09-05 13:34:30,ROUTER-01,30.03,0.64,620.27
2026-09-05 13:35:00,ROUTER-03,22.46,0.74,473.59
2026-09-05 13:35:30,ROUTER-01,57.62,0.42,483.07
2026-09-05 13:36:00,ROUTER-05,33.45,0.32,449.78
2026-09-05 13:36:30,ROUTER-04,17.71,0.93,476.96
2026-09-05 13:37:00,ROUTER-01,55.83,1.02,613.48
2026-09-05 13:37:30,ROUTER-05,87.39,0.79,300.98
2026-09-05 13:38:00,ROUTER-05,49.91,0.53,602.16
2026-09-05 13:38:30,ROUTER-03,62.58,0.26,527.04
2026-09-05 13:39:00,ROUTER-05,51.23,0.25,403.44
2026-09-05 13:39:30,ROUTER-05,48.52,0.66,413.98
2026-09-05 13:40:00,ROUTER-05,437.11,13.7,110.52
2026-09-05 13:40:30,ROUTER-05,45.65,0.92,424.36
2026-09-05 13:41:00,ROUTER-02,54.01,0.7,407.73
2026-09-05 13:41:30,ROUTER-02,54.83,0.05,590.99
2026-09-05 13:42:00,ROUTER-03,39.98,0.82,527.08
2026-09-05 13:42:30,ROUTER-01,64.88,0.2,424.97
2026-09-05 13:43:00,ROUTER-05,47.38,0.38,517.33
2026-09-05 13:43:30,ROUTER-01,38.66,0.58,417.94
2026-09-05 13:44:00,ROUTER-01,58.05,1.1,588.07
2026-09-05 13:44:30,ROUTER-03,36.52,1.43,584.91
2026-09-05 13:45:00,ROUTER-05,50.42,0.68,542.56
2026-09-05 13:45:30,ROUTER-05,49.86,0.45,528.93
2026-09-05 13:46:00,ROUTER-04,66.29,0.66,640.9
2026-09-05 13:46:30,ROUTER-01,57.12,0.77,499.97
2026-09-05 13:47:00,ROUTER-01,49.62,0.4,405.45
2026-09-05 13:47:30,ROUTER-02,62.27,1.04,535.96
2026-09-05 13:48:00,ROUTER-04,70.85,0.57,666.88
2026-09-05 13:48:30,ROUTER-02,58.37,0.65,418.82
2026-09-05 13:49:00,ROUTER-02,50.16,0.7,471.08
2026-09-05 13:49:30,ROUTER-02,30.32,0.63,533.32
2026-09-05 13:50:00,ROUTER-03,34.02,0.75,495.69
2026-09-05 13:50:30,ROUTER-03,45.42,0.31,421.42
2026-09-05 13:51:00,ROUTER-02,40.86,0.33,589.75
2026-09-05 13:51:30,ROUTER-04,47.2,0.17,685.6
2026-09-05 13:52:00,ROUTER-01,50.85,0.63,515.69
2026-09-05 13:52:30,ROUTER-04,57.95,0.73,427.67
2026-09-05 13:53:00,ROUTER-05,48.94,0.64,376.08
2026-09-05 13:53:30,ROUTER-03,57.3,1.0,520.64
2026-09-05 13:54:00,ROUTER-01,50.97,0.5,588.31
2026-09-05 13:54:30,ROUTER-01,20.37,0.7,538.01
2026-09-05 13:55:00,ROUTER-05,35.91,0.17,499.81
2026-09-05 13:55:30,ROUTER-05,47.84,0.38,452.86
2026-09-05 13:56:00,ROUTER-02,31.85,0.71,412.63
2026-09-05 13:56:30,ROUTER-03,59.0,0.75,566.78
2026-09-05 13:57:00,ROUTER-03,72.96,0.41,573.1
2026-09-05 13:57:30,ROUTER-04,68.28,0.48,376.34
2026-09-05 13:58:00,ROUTER-02,46.8,0.04,627.19
2026-09-05 13:58:30,ROUTER-02,72.36,0.39,545.93
2026-09-05 13:59:00,ROUTER-02,392.7,10.08,237.1
2026-09-05 13:59:30,ROUTER-02,44.94,0.67,392.63
2026-09-05 14:00:00,ROUTER-03,40.8,0.65,390.73
2026-09-05 14:00:30,ROUTER-03,45.46,0.51,488.08
2026-09-05 14:01:00,ROUTER-02,44.18,0.5,540.22
2026-09-05 14:01:30,ROUTER-04,52.56,0.3,643.71
2026-09-05 14:02:00,ROUTER-01,52.41,0.71,556.49
2026-09-05 14:02:30,ROUTER-01,50.05,0.63,480.59
2026-09-05 14:03:00,ROUTER-04,56.55,0.65,417.89
2026-09-05 14:03:30,ROUTER-02,67.86,0.34,598.4
2026-09-05 14:04:00,ROUTER-03,64.24,0.0,422.82
2026-09-05 14:04:30,ROUTER-01,355.14,20.0,159.67
2026-09-05 14:05:00,ROUTER-05,11.69,0.36,477.25
2026-09-05 14:05:30,ROUTER-05,64.01,0.24,627.25
2026-09-05 14:06:00,ROUTER-04,29.5,0.71,554.31
2026-09-05 14:06:30,ROUTER-02,46.63,0.38,489.04
2026-09-05 14:07:00,ROUTER-01,32.45,0.82,458.45
2026-09-05 14:07:30,ROUTER-02,22.97,0.69,472.73
2026-09-05 14:08:00,ROUTER-01,58.12,0.71,534.27
2026-09-05 14:08:30,ROUTER-04,61.39,0.09,506.17
2026-09-05 14:09:00,ROUTER-04,41.35,0.86,452.5
2026-09-05 14:09:30,ROUTER-05,11.13,0.58,486.75
2026-09-05 14:10:00,ROUTER-02,41.81,0.39,506.29
2026-09-05 14:10:30,ROUTER-05,55.88,0.54,329.7
2026-09-05 14:11:00,ROUTER-02,27.82,0.0,536.65
2026-09-05 14:11:30,ROUTER-05,52.75,0.62,421.62
2026-09-05 14:12:00,ROUTER-03,49.77,0.19,407.73
2026-09-05 14:12:30,ROUTER-03,58.69,0.09,365.01
2026-09-05 14:13:00,ROUTER-03,51.79,0.04,356.49
2026-09-05 14:13:30,ROUTER-03,35.4,0.83,391.56
2026-09-05 14:14:00,ROUTER-01,67.95,0.31,443.28
2026-09-05 14:14:30,ROUTER-03,47.62,0.96,656.26
2026-09-05 14:15:00,ROUTER-04,49.59,0.34,457.93
2026-09-05 14:15:30,ROUTER-04,36.0,0.0,514.22
2026-09-05 14:16:00,ROUTER-01,43.35,0.17,532.04
2026-09-05 14:16:30,ROUTER-03,36.73,0.87,510.49
2026-09-05 14:17:00,ROUTER-03,47.41,0.45,493.8
2026-09-05 14:17:30,ROUTER-03,75.68,0.34,404.38
2026-09-05 14:18:00,ROUTER-05,29.42,0.55,616.07
2026-09-05 14:18:30,ROUTER-02,25.8,0.65,644.58
2026-09-05 14:19:00,ROUTER-05,72.07,0.84,365.39
2026-09-05 14:19:30,ROUTER-02,46.86,0.93,418.08
2026-09-05 14:20:00,ROUTER-03,39.96,0.39,477.62
2026-09-05 14:20:30,ROUTER-03,65.6,0.1,422.84
2026-09-05 14:21:00,ROUTER-05,40.92,0.38,540.48
2026-09-05 14:21:30,ROUTER-05,77.39,0.58,441.74
2026-09-05 14:22:00,ROUTER-02,60.17,0.21,673.2
2026-09-05 14:22:30,ROUTER-04,42.68,0.21,595.24
2026-09-05 14:23:00,ROUTER-02,82.36,0.6,517.01
2026-09-05 14:23:30,ROUTER-05,40.91,0.49,582.16
2026-09-05 14:24:00,ROUTER-05,61.13,0.51,588.47
2026-09-05 14:24:30,ROUTER-01,54.49,0.27,454.88
2026-09-05 14:25:00,ROUTER-05,69.53,0.43,434.7
2026-09-05 14:25:30,ROUTER-01,73.42,0.22,506.25
2026-09-05 14:26:00,ROUTER-04,50.48,0.77,568.93
2026-09-05 14:26:30,ROUTER-02,38.7,0.81,511.12
2026-09-05 14:27:00,ROUTER-02,56.9,0.0,373.84
2026-09-05 14:27:30,ROUTER-01,39.83,0.22,435.77
2026-09-05 14:28:00,ROUTER-02,80.2,0.05,494.08
2026-09-05 14:28:30,ROUTER-05,52.05,0.3,493.95
2026-09-05 14:29:00,ROUTER-03,44.52,0.47,657.8
2026-09-05 14:29:30,ROUTER-01,288.53,12.72,66.73
2026-09-05 14:30:00,ROUTER-02,29.79,0.22,540.45
2026-09-05 14:30:30,ROUTER-01,35.43,0.2,619.13
2026-09-05 14:31:00,ROUTER-01,68.01,0.56,681.72
2026-09-05 14:31:30,ROUTER-03,40.15,0.52,467.65
2026-09-05 14:32:00,ROUTER-05,34.3,0.28,539.31
2026-09-05 14:32:30,ROUTER-01,58.05,0.55,545.58
2026-09-05 14:33:00,ROUTER-02,67.79,0.34,515.64
2026-09-05 14:33:30,ROUTER-04,60.78,0.42,492.09
2026-09-05 14:34:00,ROUTER-01,64.94,1.0,534.88
2026-09-05 14:34:30,ROUTER-01,38.65,0.9,297.42
2026-09-05 14:35:00,ROUTER-03,28.67,0.11,554.57
2026-09-05 14:35:30,ROUTER-05,72.52,0.75,510.09
2026-09-05 14:36:00,ROUTER-04,45.16,0.74,482.2
2026-09-05 14:36:30,ROUTER-02,46.24,0.16,663.75
2026-09-05 14:37:00,ROUTER-04,69.92,0.75,446.01
2026-09-05 14:37:30,ROUTER-02,58.34,0.96,467.75
2026-09-05 14:38:00,ROUTER-05,56.84,0.16,659.32
2026-09-05 14:38:30,ROUTER-02,426.1,19.64,136.71
2026-09-05 14:39:00,ROUTER-03,40.35,0.81,455.99
2026-09-05 14:39:30,ROUTER-03,63.92,0.58,488.24
2026-09-05 14:40:00,ROUTER-03,50.86,0.67,567.26
2026-09-05 14:40:30,ROUTER-03,54.03,0.6,516.62
2026-09-05 14:41:00,ROUTER-04,72.93,0.62,396.59
2026-09-05 14:41:30,ROUTER-05,57.62,0.1,457.43
2026-09-05 14:42:00,ROUTER-02,58.07,0.81,451.41
2026-09-05 14:42:30,ROUTER-02,66.09,0.85,493.82
2026-09-05 14:43:00,ROUTER-03,44.53,0.43,534.07
2026-09-05 14:43:30,ROUTER-03,37.41,0.49,533.46
2026-09-05 14:44:00,ROUTER-01,34.33,0.04,357.92
2026-09-05 14:44:30,ROUTER-05,20.5,0.65,585.12
2026-09-05 14:45:00,ROUTER-04,80.84,0.67,520.21
2026-09-05 14:45:30,ROUTER-02,33.45,0.48,610.76
2026-09-05 14:46:00,ROUTER-01,46.68,0.84,535.54
2026-09-05 14:46:30,ROUTER-01,45.85,0.4,588.11
2026-09-05 14:47:00,ROUTER-02,54.61,0.67,537.32
2026-09-05 14:47:30,ROUTER-04,62.24,0.19,607.7
2026-09-05 14:48:00,ROUTER-01,62.91,0.49,541.78
2026-09-05 14:48:30,ROUTER-01,41.25,0.45,492.17
2026-09-05 14:49:00,ROUTER-05,47.49,0.57,681.79
2026-09-05 14:49:30,ROUTER-04,54.24,0.39,571.12
2026-09-05 14:50:00,ROUTER-01,303.36,12.21,119.19
2026-09-05 14:50:30,ROUTER-04,74.11,0.75,397.9
2026-09-05 14:51:00,ROUTER-02,57.36,0.37,396.94
2026-09-05 14:51:30,ROUTER-03,61.02,0.02,523.42
2026-09-05 14:52:00,ROUTER-01,59.94,1.02,511.64
2026-09-05 14:52:30,ROUTER-05,67.6,0.91,450.87
2026-09-05 14:53:00,ROUTER-02,52.72,0.11,511.28
2026-09-05 14:53:30,ROUTER-04,30.55,0.71,627.09
2026-09-05 14:54:00,ROUTER-02,56.0,0.35,555.63
2026-09-05 14:54:30,ROUTER-01,40.23,0.58,408.72
2026-09-05 14:55:00,ROUTER-04,42.07,0.59,491.08
2026-09-05 14:55:30,ROUTER-03,58.8,0.43,435.6
2026-09-05 14:56:00,ROUTER-02,68.57,0.26,468.98
2026-09-05 14:56:30,ROUTER-01,50.32,0.29,466.91
2026-09-05 14:57:00,ROUTER-05,54.63,0.23,461.79
2026-09-05 14:57:30,ROUTER-04,75.53,0.25,399.59
2026-09-05 14:58:00,ROUTER-02,53.61,0.48,489.79
2026-09-05 14:58:30,ROUTER-02,89.03,0.29,455.15
2026-09-05 14:59:00,ROUTER-03,58.48,0.7,265.64
2026-09-05 14:59:30,ROUTER-03,215.13,7.18,181.3
2026-09-05 15:00:00,ROUTER-05,61.3,0.33,587.1
2026-09-05 15:00:30,ROUTER-05,55.72,0.57,469.9
2026-09-05 15:01:00,ROUTER-01,69.35,0.65,501.51
2026-09-05 15:01:30,ROUTER-01,60.1,0.64,406.27
2026-09-05 15:02:00,ROUTER-05,47.92,0.52,635.66
